cluster,violations,frequency_score,is_peak_hour,peak_score,recurrence_score,growth_score,risk_score,risk_level,priority_score,congestion_score,congestion_level
101,546,0.7138934651290499,0.1978021978021978,19.78021978021978,46.05263157894737,97.75784753363229,29.10481577694088,Low,20.58753908339733,25.69790509952346,Low
167,165,0.2157370361653722,0.3151515151515151,31.515151515151512,45.39473684210527,80.71748878923766,29.15165338006073,Low,20.47087847689212,25.679343418793287,Low
60,1844,2.411024816296645,0.3693058568329718,36.93058568329718,87.5,7.623318385650224,28.84055410519049,Low,20.911695318522337,25.66901059052323,Low
48,690,0.9021730603279204,0.1115942028985507,11.159420289855072,78.28947368421053,66.14349775784754,28.730143697114173,Low,20.381752506078296,25.39078722069982,Low
215,67,0.0876023116550299,0.5223880597014925,52.23880597014925,13.157894736842104,86.54708520179372,28.708384144836803,Low,20.12214959488227,25.27389032485499,Low
196,105,0.1372872048325096,0.7428571428571429,74.28571428571429,12.5,48.4304932735426,28.39091744439297,Low,19.91482837252483,25.000481815645713,Low
104,579,0.7570408723621245,0.2072538860103626,20.72538860103627,42.10526315789473,95.51569506726456,28.232570390872556,Low,19.989911535319425,24.935506848651304,Low
122,222,0.2902643759315917,0.5585585585585585,55.85585585585585,26.31578947368421,57.847533632287,28.02035765391649,Low,19.70132967052102,24.6927464605583,Low
69,1305,1.706283831489762,0.296551724137931,29.655172413793103,90.78947368421052,10.31390134529148,27.80128657468001,Low,19.97278575172293,24.669886245497178,Low
26,5448,7.123244685023927,0.1551027900146843,15.51027900146843,99.3421052631579,2.690582959641256,26.998876120954453,Low,21.03618669017529,24.613800348642783,Low
121,402,0.5256138699301797,0.2213930348258706,22.139303482587064,47.368421052631575,82.7354260089686,27.629069530490444,Low,19.49803283232237,24.376654851223215,Low
6,2111,2.760126565727884,0.3060161061108479,30.601610611084794,89.47368421052632,4.035874439461884,27.254571287086897,Low,19.906237870679192,24.315237920523817,Low
136,399,0.5216913783635365,0.2807017543859649,28.07017543859649,29.605263157894733,95.96412556053812,27.541891876654205,Low,19.435831727167,24.299467816859323,Low
50,875,1.1440600402709131,0.4068571428571428,40.68571428571428,76.97368421052632,8.968609865470851,27.369080909462827,Low,19.50157464870525,24.222078405159795,Low
141,211,0.2758819068539002,0.3554502369668246,35.54502369668246,19.73684210526316,95.06726457399104,27.20406679406346,Low,19.125611327900597,23.972684607598318,Low
13,4428,5.789597552365263,0.1492773261065944,14.927732610659438,98.68421052631578,3.1390134529147984,26.255466296811345,Low,20.11570567347752,23.799562047477814,Low
131,198,0.2588844433984467,0.3181818181818182,31.818181818181817,34.21052631578947,79.37219730941703,26.806034091475283,Low,18.841889197052232,23.62037613370606,Low
35,3551,4.642922517716587,0.1644607152914672,16.446071529146717,97.36842105263158,4.932735426008969,26.182281413800972,Low,19.720473744975656,23.597558346270844,Low
194,117,0.1529771710990821,0.5299145299145299,52.991452991453,11.842105263157894,72.42152466367713,26.54070386848603,Low,18.624385859269943,23.374176664799595,Low
74,2505,3.2752804581470154,0.1580838323353293,15.808383233532936,94.07894736842104,11.883408071748878,25.860508676088585,Low,19.08494021070611,23.150281289935595,Low
88,507,0.6629010747626893,0.1084812623274161,10.848126232741617,56.57894736842105,78.47533632286996,26.064281910205185,Low,18.44386765957244,23.016116209952088,Low
105,175,0.2288120080541827,0.3828571428571428,38.285714285714285,42.10526315789473,52.01793721973094,25.886696589188837,Low,18.18933121484844,22.80775043945268,Low
25,1855,2.4254072853743365,0.1924528301886792,19.245283018867926,92.76315789473684,7.174887892376682,25.410348431670588,Low,18.514866087781712,22.652155494115036,Low
12,265,0.3464867550534766,0.2075471698113207,20.75471698113208,57.23684210526315,57.17488789237668,25.35087555221354,Low,17.84955891306552,22.350348896554333,Low
154,97,0.1268272273214612,0.4742268041237113,47.42268041237113,8.552631578947368,77.57847533632287,25.25369861025927,Low,17.715637195377926,22.23847404430673,Low
58,61,0.0797573285217436,0.5081967213114754,50.81967213114754,23.684210526315788,50.22421524663677,25.007295356454257,Low,17.529033948074503,22.015990793102354,Low
145,100,0.1307497188881043,0.35,35.0,32.89473684210527,64.12556053811659,25.000081336693786,Low,17.53928185135208,22.0157615425571,Low
206,47,0.061452367877409,0.425531914893617,42.5531914893617,7.894736842105263,84.30493273542601,24.887566098226344,Low,17.439731979121664,21.90843245058447,Low
115,486,0.6354436337961874,0.2839506172839506,28.39506172839506,59.210526315789465,37.21973094170404,24.77800779003074,Low,17.53523854316037,21.88090009128259,Low
0,683,0.8930205800057531,0.2708638360175695,27.086383601756957,56.57894736842105,41.92825112107623,24.733831274287184,Low,17.581588066002755,21.87293399097341,Low
73,613,0.8014957767840799,0.1451876019575856,14.518760195758563,71.05263157894737,43.49775784753363,24.68547835257279,Low,17.520283579836175,21.819400443478145,Low
62,300,0.3922491566643132,0.12,12.0,55.92105263157895,69.05829596412556,24.69985458360035,Low,17.407572955519537,21.782941932368026,Low
22,482,0.6302136450406632,0.0933609958506224,9.33609958506224,63.1578947368421,61.65919282511211,24.466568225417063,Low,17.31566185130414,21.606205675771893,Low
18,1510,1.9743207552103763,0.1397350993377483,13.973509933774832,60.526315789473685,52.46636771300448,24.258324100373272,Low,17.573123096824403,21.584243698953724,Low
190,64,0.0836798200883868,0.375,37.5,9.86842105263158,87.4439461883408,24.498748066812787,Low,17.174227592795464,21.568939877205857,Low
198,308,0.4027091341753614,0.3896103896103896,38.961038961038966,15.13157894736842,76.45739910313901,24.396269048874423,Low,17.198201074464702,21.517041859110535,Low
99,225,0.2941868674982349,0.1022222222222222,10.222222222222223,37.5,93.27354260089686,24.16426169268938,Low,17.003239245132036,21.299852713666443,Low
61,951,1.2434298266258728,0.3753943217665615,37.53943217665615,63.81578947368421,8.520179372197308,23.923414775380824,Low,17.119419290754337,21.20181658153023,Low
92,123,0.1608221542323684,0.2195121951219512,21.951219512195124,37.5,73.31838565022422,24.04989158727536,Low,16.88317075736246,21.1832032553102,Low
17,244,0.3190293140869747,0.6516393442622951,65.1639344262295,25.657894736842103,16.367713004484305,24.00533123023323,Low,16.899440655389352,21.16297500029568,Low
29,2810,3.674067100755733,0.0686832740213523,6.868327402135231,97.36842105263158,5.829596412556054,23.534832363245823,Low,17.576602784498792,21.15154053174701,Low
129,169,0.2209670249208964,0.1124260355029585,11.242603550295858,36.84210526315789,89.68609865470853,23.72037354838018,Low,16.670551591342395,20.900444765565066,Low
179,81,0.1059072722993645,0.3209876543209876,32.098765432098766,30.26315789473684,63.67713004484305,23.67125535261826,Low,16.60165092852259,20.84341358297999,Low
53,924,1.2081274025260844,0.341991341991342,34.1991341991342,57.89473684210527,19.282511210762333,23.504358560829388,Low,16.815489213338395,20.82881082183299,Low
123,855,1.1179100964932926,0.3578947368421052,35.78947368421053,59.210526315789465,14.573991031390134,23.42273637751636,Low,16.73128849320944,20.746157223793592,Low
86,227,0.296801861875997,0.3392070484581498,33.92070484581498,53.289473684210535,28.251121076233183,23.49445985448123,Low,16.535162456699663,20.710740895368602,Low
111,62,0.0810648257106247,0.3387096774193548,33.87096774193548,11.18421052631579,84.75336322869956,23.45001445533621,Low,16.43932956644853,20.645740499781137,Low
96,174,0.2275045108653016,0.0977011494252873,9.770114942528735,46.71052631578947,75.7847533632287,23.243348807620507,Low,16.338595518593944,20.48144749200988,Low
188,76,0.0993697863549593,0.4210526315789473,42.10526315789473,13.815789473684212,66.14349775784754,23.25074626242964,Low,16.305333319607236,20.47258108530068,Low
87,618,0.8080332627284852,0.0129449838187702,1.2944983818770228,36.84210526315789,99.55156950672644,22.9479943792012,Low,16.306006044259387,20.291199045224474,Low
175,65,0.0849873172772678,0.3846153846153846,38.46153846153847,26.31578947368421,53.36322869955157,22.9170217419651,Low,16.06741141455875,20.177177611002563,Low
16,3030,3.961716482309563,0.2917491749174917,29.174917491749174,65.78947368421053,1.7937219730941705,22.30536899866735,Low,16.802273243760013,20.104130696704416,Low
170,83,0.1085222666771266,0.3012048192771084,30.120481927710845,11.842105263157894,85.20179372197309,22.722219499526105,Low,15.93811032967141,20.008575831584228,Low
68,104,0.1359797076436285,0.4711538461538461,47.11538461538461,24.34210526315789,39.91031390134529,22.688206174736976,Low,15.92253823460897,19.981938998685774,Low
24,69,0.090217306032792,0.2753623188405797,27.536231884057973,20.394736842105264,77.57847533632287,22.635863562297093,Low,15.872169685417802,19.930386011545377,Low
164,73,0.0954472947883162,0.2465753424657534,24.65753424657534,25.657894736842103,75.33632286995515,22.634589857420856,Low,15.872847088631094,19.92989274990495,Low
191,52,0.0679898538218142,0.4230769230769231,42.30769230769231,21.052631578947366,51.34529147982063,22.51643905621437,Low,15.781904295496602,19.822625151927262,Low
36,838,1.0956826442823149,0.2171837708830549,21.71837708830549,72.36842105263158,13.004484304932737,22.292224186055524,Low,15.93326172352356,19.74863920104274,Low
39,485,0.6341361366073063,0.2432989690721649,24.329896907216494,71.05263157894737,11.883408071748878,22.329166207998853,Low,15.820657186581387,19.725762599431867,Low
51,684,0.894328077194634,0.1432748538011695,14.327485380116958,34.21052631578947,76.45739910313901,22.25031770453584,Low,15.843520816333475,19.68759894925489,Low
114,818,1.069532700504694,0.3251833740831296,32.51833740831296,61.18421052631579,9.417040358744394,22.206795591354936,Low,15.865616724099862,19.670324044452908,Low
142,323,0.4223215920085772,0.0557275541795665,5.572755417956656,45.39473684210527,77.57847533632287,22.27783616016208,Low,15.721181789716027,19.65517441198366,Low
116,488,0.6380586281739494,0.3975409836065574,39.75409836065574,48.026315789473685,15.695067264573993,22.153271289014352,Low,15.69870749076223,19.571445769713506,Low
133,458,0.598833712507518,0.1353711790393013,13.537117903930133,57.89473684210527,46.18834080717489,22.13101145048283,Low,15.671358129090237,19.547150121925792,Low
128,310,0.4053241285531235,0.532258064516129,53.2258064516129,30.92105263157895,15.246636771300448,21.939787306335333,Low,15.479448353000668,19.35565172500147,Low
112,405,0.5295363614968228,0.091358024691358,9.135802469135802,26.31578947368421,94.17040358744396,21.88448359473612,Low,15.47799942476433,19.321889926747403,Low
100,217,0.2837268899871865,0.152073732718894,15.207373271889402,46.05263157894737,58.52017937219731,21.90388729558629,Low,15.417839173906556,19.309468046914397,Low
134,110,0.1438246907769148,0.1454545454545454,14.545454545454543,29.605263157894733,81.83856502242153,21.890730897616574,Low,15.366659035564677,19.281102152795814,Low
110,63,0.0823723228995057,0.3809523809523809,38.095238095238095,16.447368421052634,59.865470852017935,21.826052764982546,Low,15.302948632357634,19.21681111193258,Low
152,157,0.2052770586543239,0.2738853503184713,27.38853503184713,34.21052631578947,53.36322869955157,21.775834149514143,Low,15.304667022256195,19.187367298610965,Low
106,174,0.2275045108653016,0.057471264367816,5.747126436781609,40.78947368421053,78.9237668161435,21.524243172805157,Low,15.1352215742232,18.968634533372374,Low
76,533,0.6968960016735964,0.2345215759849906,23.452157598499063,55.26315789473685,26.90582959641256,21.23030381870346,Low,15.070281473594502,18.766294880659878,Low
184,57,0.0745273397662195,0.2982456140350877,29.82456140350877,15.13157894736842,71.30044843049326,21.207334340831352,Low,14.86749224051181,18.671397500703534,Low
91,66,0.0862948144661489,0.1818181818181818,18.181818181818183,23.026315789473685,80.04484304932735,21.191962086534843,Low,14.860261904914234,18.6592820138866,Low
211,107,0.1399021992102717,0.2523364485981308,25.233644859813083,4.605263157894736,91.4798206278027,21.00739782038673,Low,14.747149134033789,18.503298345845554,Low
162,59,0.0771423341439815,0.3898305084745763,38.983050847457626,11.842105263157894,58.52017937219731,20.92306760398317,Low,14.669290023031412,18.421556571602466,Low
52,189,0.2471169686985173,0.2275132275132275,22.75132275132275,42.76315789473684,41.92825112107623,20.628546722418896,Low,14.514117796302784,18.18277515197245,Low
8,646,0.8446431840171544,0.2678018575851393,26.78018575851393,58.55263157894737,11.210762331838566,20.425044378800603,Low,14.550924020365567,18.075396235426588,Low
1,531,0.6942810072958343,0.2146892655367231,21.468926553672315,53.289473684210535,27.3542600896861,20.405977791631432,Low,14.492468756330751,18.04057417751116,Low
34,337,0.4406265526529117,0.0979228486646884,9.792284866468842,26.31578947368421,83.6322869955157,20.43232278174257,Low,14.434813913015672,18.033319234251813,Low
199,70,0.091524803221673,0.2285714285714285,22.857142857142858,7.894736842105263,86.99551569506725,20.37917035825552,Low,14.292876691745366,17.944652891651458,Low
95,322,0.4210140948196961,0.1645962732919254,16.459627329192546,26.31578947368421,71.74887892376681,20.30880220352788,Low,14.342465770915425,17.9222676304829,Low
72,74,0.0967547919771972,0.2027027027027027,20.27027027027027,24.34210526315789,69.05829596412556,20.333434931608856,Low,14.262430889719358,17.905033314853057,Low
75,405,0.5295363614968228,0.1160493827160493,11.604938271604938,59.210526315789465,34.75336322869956,20.16815885996279,Low,14.276572110423,17.811524160146874,Low
43,373,0.4876964514526294,0.0857908847184986,8.579088471849866,53.289473684210535,47.53363228699551,20.127790278434954,Low,14.235762130340255,17.770979019197075,Low
14,1338,1.7494312387228368,0.3183856502242152,31.838565022421523,52.63157894736842,4.484304932735426,19.85837528047852,Low,14.425692067951816,17.68530199546784,Low
163,106,0.1385947020213906,0.0188679245283018,1.8867924528301887,42.10526315789473,73.99103139013454,20.04684333411523,Low,14.074368744487078,17.657853498263968,Low
90,251,0.328181794409142,0.1314741035856573,13.147410358565736,34.21052631578947,64.79820627802691,19.97996151226702,Low,14.084427596909658,17.621747946124074,Low
155,109,0.1425171935880337,0.1559633027522936,15.59633027522936,25.0,73.31838565022422,19.953847293776185,Low,14.01044826371974,17.576487681753605,Low
93,492,0.6432886169294736,0.1504065040650406,15.040650406504067,71.05263157894737,10.762331838565023,19.842354139972034,Low,14.082634483059264,17.538466277206926,Low
84,2936,3.838811746554745,0.0980926430517711,9.809264305177113,74.3421052631579,3.587443946188341,19.39437841947601,Low,14.72770841759963,17.52771041872546,Low
173,154,0.2013545670876807,0.0519480519480519,5.194805194805195,31.57894736842105,81.16591928251121,19.869920491597263,Low,13.969350714244388,17.509692580656115,Low
169,94,0.1229047357548181,0.2234042553191489,22.34042553191489,23.684210526315788,63.00448430493274,19.82178302828372,Low,13.912119540525048,17.45791763318025,Low
148,194,0.2536544546429225,0.0721649484536082,7.216494845360824,32.89473684210527,74.88789237668162,19.71771671812067,Low,13.878498039077344,17.38202924650334,Low
71,80,0.1045997751104835,0.2125,21.25,30.92105263157895,54.48430493273543,19.7111961762703,Low,13.829217255922352,17.35840460813112,Low
201,61,0.0797573285217436,0.2622950819672131,26.229508196721312,8.552631578947368,74.43946188340807,19.46572557888971,Low,13.64993510377932,17.139409388845554,Low
186,52,0.0679898538218142,0.1923076923076923,19.230769230769237,22.36842105263158,67.48878923766816,19.43189084539757,Low,13.622720547924844,17.10822272640848,Low
161,361,0.4720064851860568,0.2659279778393352,26.59279778393352,46.71052631578947,21.076233183856505,19.34054228079417,Low,13.679981542111737,17.076317985321197,Low
193,96,0.1255197301325802,0.125,12.5,16.447368421052634,85.65022421524664,19.312215208550555,Low,13.556206565025162,17.009811751140397,Low
54,390,0.5099239036636071,0.0871794871794871,8.717948717948717,73.68421052631578,13.901345291479824,19.205500639937757,Low,13.59682761905551,16.962031431584858,Low
65,228,0.298109359064878,0.131578947368421,13.157894736842104,55.92105263157895,29.82062780269058,19.06602212455585,Low,13.435648294908558,16.813872592696935,Low
117,1239,1.6199890170236133,0.1420500403551251,14.205004035512513,67.76315789473685,6.726457399103139,18.760846804500414,Low,13.618589468257372,16.703943870003197,Low
209,90,0.1176747469992939,0.4444444444444444,44.44444444444444,15.789473684210526,30.94170403587444,18.957331352134094,Low,13.305434370593654,16.696572559517918,Low
153,353,0.4615465076750085,0.2662889518413597,26.62889518413597,42.10526315789473,23.99103139013453,18.861549739203124,Low,13.341548769744689,16.65354935141975,Low
149,99,0.1294422216992233,0.3131313131313131,31.313131313131315,23.026315789473685,42.60089686098655,18.875457404005235,Low,13.251652849313432,16.625935582128513,Low
32,540,0.7060484819957638,0.187037037037037,18.703703703703702,58.55263157894737,13.452914798206278,18.68680885424465,Low,13.292580742569983,16.529117609574783,Low
207,58,0.0758348369551005,0.2068965517241379,20.689655172413797,20.394736842105264,63.00448430493274,18.732367742046453,Low,13.135407870519046,16.49358379343549,Low
150,217,0.2837268899871865,0.2534562211981567,25.34562211981567,38.15789473684211,30.493273542600896,18.65546626470735,Low,13.1439444522913,16.45085753974093,Low
210,100,0.1307497188881043,0.08,8.0,23.026315789473685,80.04484304932735,18.66428950284908,Low,13.104227567660786,16.440264728773762,Low
144,380,0.4968489317747967,0.1210526315789473,12.105263157894736,63.1578947368421,17.48878923766816,18.47995269520225,Low,13.085021566174014,16.321980243590957,Low
182,84,0.1098297638660076,0.2976190476190476,29.761904761904763,20.394736842105264,45.2914798206278,18.35707743753781,Low,12.882903135436267,16.167407716697195,Low
30,666,0.8707931277947752,0.1291291291291291,12.912912912912914,59.210526315789465,18.16143497757848,18.142865989140805,Low,12.961244130736995,16.070217245779283,Low
205,103,0.1346722104547475,0.087378640776699,8.737864077669903,17.105263157894736,83.6322869955157,18.20423058450568,Low,12.7833630722904,16.03588357961957,Low
107,995,1.3009597029366389,0.036180904522613,3.618090452261306,12.5,93.7219730941704,17.983202458365543,Low,12.97852963173687,15.981333327714074,Low
10,415,0.5426113333856332,0.0626506024096385,6.265060240963856,63.81578947368421,23.31838565022421,18.04422533586569,Low,12.793741135121673,15.944031655568084,Low
185,76,0.0993697863549593,0.1710526315789473,17.105263157894736,17.105263157894736,69.05829596412556,18.09586073021345,Low,12.696913447055902,15.93628181695043,Low
212,52,0.0679898538218142,0.1923076923076923,19.230769230769237,19.73684210526316,61.65919282511211,18.03113559404048,Low,12.642191871974882,15.875558105214242,Low
156,88,0.1150597526215318,0.1136363636363636,11.363636363636363,7.894736842105263,90.13452914798206,17.986059732576066,Low,12.624759738589706,15.841539734981522,Low
197,98,0.1281347245103423,0.3571428571428571,35.714285714285715,17.763157894736842,36.32286995515695,17.98088739059648,Low,12.625061590770636,15.838557070666141,Low
78,567,0.7413509060955519,0.3897707231040564,38.97707231040564,30.92105263157895,9.865470852017935,17.704839594158113,Low,12.615792987739344,15.669220951590606,Low
159,141,0.1843571036322271,0.0425531914893617,4.25531914893617,15.13157894736842,90.5829596412556,17.751332364348958,Low,12.481239786133935,15.643295333062948,Low
195,140,0.1830496064433461,0.3285714285714285,32.857142857142854,25.657894736842103,28.699551569506728,17.72401723965748,Low,12.46172694969324,15.619101123671786,Low
109,52,0.0679898538218142,0.2692307692307692,26.923076923076923,17.763157894736842,48.87892376681614,17.642435316267747,Low,12.370101677533968,15.533501860774237,Low
138,191,0.2497319630762794,0.0418848167539267,4.18848167539267,27.631578947368425,72.42152466367713,17.536557693103934,Low,12.350509974095637,15.462138605500616,Low
180,123,0.1608221542323684,0.3739837398373983,37.39837398373984,19.73684210526316,27.802690582959645,17.531694366124484,Low,12.320432702556849,15.447189700697429,Low
97,50,0.0653748594440521,0.3,30.0,11.18421052631579,51.34529147982063,17.464785771013872,Low,12.244962497542923,15.376856461625493,Low
119,79,0.1032922779216024,0.0886075949367088,8.860759493670885,26.973684210526315,64.79820627802691,17.37097456839566,Low,12.190669881253442,15.298852693538773,Low
171,66,0.0862948144661489,0.2575757575757575,25.75757575757576,23.684210526315788,41.03139013452915,17.365462490622928,Low,12.181712187775894,15.291962369484114,Low
82,261,0.3412567662979525,0.2720306513409962,27.203065134099617,33.55263157894737,23.99103139013453,17.24645001435374,Low,12.174892039937005,15.217826824587046,Low
120,221,0.2889568787427107,0.085972850678733,8.597285067873303,40.131578947368425,45.73991031390135,17.152206355024298,Low,12.093231512139822,15.128616417870507,Low
41,580,0.7583483695510054,0.0534482758620689,5.344827586206897,63.1578947368421,18.16143497757848,16.99534043837732,Low,12.124242817729424,15.046901390118162,Low
135,241,0.3151068225203316,0.3526970954356846,35.26970954356847,25.657894736842103,19.730941704035875,17.034690317874052,Low,12.018815269267934,15.028340298431605,Low
208,57,0.0745273397662195,0.175438596491228,17.543859649122805,19.73684210526316,57.17488789237668,16.939377453096323,Low,11.87992241909729,14.91559543949671,Low
189,91,0.118982244188175,0.1538461538461538,15.384615384615383,23.026315789473685,55.60538116591929,16.839817076611745,Low,11.823566626884674,14.833316896720916,Low
47,111,0.1451321879657958,0.027027027027027,2.702702702702702,27.631578947368425,70.17937219730942,16.78695016993209,Low,11.7944047753422,14.789932012096134,Low
213,34,0.0444549044219554,0.1764705882352941,17.647058823529413,10.526315789473683,67.48878923766816,16.658128211196097,Low,11.674026219163856,14.6644874143832,Low
67,73,0.0954472947883162,0.1780821917808219,17.80821917808219,23.684210526315788,49.327354260089685,16.626178956712483,Low,11.666959458135231,14.642491157281583,Low
125,125,0.1634371486101305,0.112,11.2,26.973684210526315,55.60538116591929,16.60091887643721,Low,11.669674358089086,14.628421069097959,Low
40,162,0.2118145445987291,0.191358024691358,19.1358024691358,36.18421052631579,29.82062780269058,16.578612710790186,Low,11.668573260932748,14.61459693084721,Low
178,82,0.1072147694882455,0.0,0.0,19.07894736842105,82.7354260089686,16.268989282824798,Low,11.42045692882383,14.32957634122441,Low
79,243,0.3177218168980937,0.2757201646090535,27.572016460905356,30.92105263157895,20.179372197309416,16.231209197897776,Low,11.45716298359787,14.321590712177812,Low
177,58,0.0758348369551005,0.1724137931034483,17.24137931034483,18.421052631578945,54.48430493273543,16.197535028594352,Low,11.361024971102577,14.262931005597643,Low
80,71,0.0928323004105541,0.323943661971831,32.3943661971831,14.473684210526317,33.6322869955157,16.075304360892616,Low,11.280562742747996,14.157407713634768,Low
7,65,0.0849873172772678,0.0615384615384615,6.153846153846154,19.73684210526316,68.16143497757847,15.744040133061846,Low,11.046324288326472,13.864953795167697,Low
151,122,0.1595146570434873,0.1393442622950819,13.934426229508196,18.421052631578945,56.502242152466366,15.706959269380189,Low,11.042725885679175,13.841265915899783,Low
94,79,0.1032922779216024,0.050632911392405,5.063291139240507,5.921052631578947,87.89237668161435,15.675206724536707,Low,11.003632390552175,13.806576990942894,Low
157,100,0.1307497188881043,0.14,14.000000000000002,15.789473684210526,59.19282511210763,15.589118391213493,Low,10.951607789515874,13.734114150534445,Low
11,187,0.2445019743207552,0.0695187165775401,6.951871657754011,41.44736842105263,35.65022421524663,15.472776020664323,Low,10.90429380676125,13.645383135103094,Low
172,74,0.0967547919771972,0.1621621621621621,16.216216216216218,23.026315789473685,44.843049327354265,15.42447652784281,Low,10.826160007083129,13.585149919538939,Low
176,117,0.1529771710990821,0.1794871794871795,17.94871794871795,25.657894736842103,36.771300448430495,15.195644370252117,Low,10.682844210506206,13.39052430635375,Low
160,420,0.5491488193300385,0.169047619047619,16.904761904761905,24.34210526315789,38.78923766816144,15.132656706778285,Low,10.75760434054381,13.382635760284495,Low
192,106,0.1385947020213906,0.0094339622641509,0.9433962264150944,4.605263157894736,91.92825112107624,15.001577237152713,Low,10.542682476613315,13.218019332936954,Low
85,1428,1.8671059857221308,0.0539215686274509,5.392156862745098,59.210526315789465,5.381165919282512,14.744161761025396,Low,10.881045028434416,13.198915067989002,Low
217,78,0.1019847807327214,0.0,0.0,9.86842105263158,86.09865470852019,14.929276329097432,Low,10.481088864588015,13.150001343293665,Low
130,57,0.0745273397662195,0.087719298245614,8.771929824561402,17.763157894736842,59.865470852017935,14.755245598796895,Low,10.35103012108769,12.993559407713214,Low
57,204,0.2667294265317329,0.0980392156862745,9.803921568627452,41.44736842105263,24.66367713004484,14.546697416486808,Low,10.262707019500285,12.8331012576922,Low
137,241,0.3151068225203316,0.2406639004149377,24.066390041493776,18.421052631578945,31.390134529147986,14.535370945069564,Low,10.269291708304792,12.828939250363657,Low
103,273,0.3569467325645249,0.1135531135531135,11.355311355311356,46.71052631578947,14.573991031390134,14.509810449720064,Low,10.263951334573402,12.811466803661398,Low
